名称,発生場所,発生年月日,当事者種別,事故内容,所轄警察署,事故類型,地点経度,地点緯度
全事故,境港市三軒屋町,2013/06/27,自転車×軽乗用貨物×自転車,重傷事故,境港署,車両相互,133.22743055600,35.51312222220
全事故,八頭郡八頭町郡家,2013/06/30,軽乗用×自転車,死亡事故,郡家署,車両相互,134.25386388900,35.41044444440
死亡事故,東伯郡三朝町助谷,2013/06/14,軽乗用貨物,死亡事故,倉吉署,車両相互,133.84391583300,35.35306333330
死亡事故,八頭郡八頭町郡家,2013/06/30,軽乗用×自転車,死亡事故,郡家署,車両相互,134.25386388900,35.41044444440
自転車事故,米子市皆生温泉四丁目,2012/04/01,軽乗用×自転車,重傷事故,米子署,車両相互,133.35934444400,35.45637500000
自転車事故,境港市麦垣町,2013/04/14,普通乗用×自転車,重傷事故,境港署,車両相互,133.25265000000,35.51052500000
自転車事故,鳥取市湯所町１丁目,2013/04/25,自転車×相手なし,軽傷事故,鳥取署,車両単独,134.23429166700,35.50983055560
自転車事故,倉吉市大正町２丁目,2013/05/05,普通乗用×自転車,軽傷事故,倉吉署,車両相互,133.82331944400,35.43512500000
自転車事故,米子市上福原三丁目,2013/05/10,軽乗用×自転車,軽傷事故,米子署,車両相互,133.35361805600,35.44611666670
自転車事故,鳥取市気高町宝木,2013/05/18,対象外×自転車,軽傷事故,浜村署,車両相互,134.08279861100,35.51918111110
自転車事故,倉吉市清谷,2013/05/20,軽乗用貨物×自転車,軽傷事故,倉吉署,車両相互,133.85213055600,35.47307222220
自転車事故,鳥取市福部町細川,2013/05/21,軽乗用×自転車,軽傷事故,鳥取署,車両相互,134.28641472200,35.54472638890
自転車事故,米子市冨士見町二丁目,2013/05/24,対象外×自転車,軽傷事故,米子署,車両相互,133.33464444400,35.43243333330
自転車事故,米子市日原,2013/06/01,軽乗用×自転車,重傷事故,米子署,車両相互,133.35596944400,35.40950833330
自転車事故,米子市角盤町二丁目,2013/06/02,普通乗用×自転車,軽傷事故,米子署,車両相互,133.33112555600,35.43362777780
自転車事故,米子市皆生温泉二丁目,2013/06/07,普通乗用×自転車,軽傷事故,米子署,車両相互,133.36255277800,35.45499722220
自転車事故,米子市道笑町４丁目,2013/06/07,普通乗用×自転車,軽傷事故,米子署,車両相互,133.34623888900,35.42359166670
自転車事故,鳥取市大覚寺,2013/06/08,普通乗用×自転車,軽傷事故,鳥取署,車両相互,134.22958055600,35.47953055550
自転車事故,鳥取市千代水４丁目,2013/06/14,軽乗用貨物×自転車,軽傷事故,鳥取署,車両相互,134.19478611100,35.51703333330
自転車事故,鳥取市今町２丁目,2013/06/14,普通乗用×自転車,軽傷事故,鳥取署,車両相互,134.22537777800,35.49640277780
自転車事故,境港市外江町,2013/06/18,軽乗用貨物×自転車,軽傷事故,境港署,車両相互,133.21477500000,35.52970277780
自転車事故,倉吉市福守町,2013/06/19,普通乗用×自転車,軽傷事故,倉吉署,車両相互,133.80932777800,35.43598333330
自転車事故,境港市三軒屋町,2013/06/27,自転車×軽乗用貨物×自転車,重傷事故,境港署,車両相互,133.22743055600,35.51312222220
自転車事故,八頭郡八頭町郡家,2013/06/30,軽乗用×自転車,死亡事故,郡家署,車両相互,134.25386388900,35.41044444440
歩行者事故,鳥取市今町１丁目,2013/01/30,軽乗用×歩行者,重傷事故,鳥取署,人対車両,134.22596944400,35.49935833330
歩行者事故,米子市明治町,2013/05/12,軽乗用貨物×歩行者,重傷事故,米子署,人対車両,133.33542777800,35.42370277780
歩行者事故,倉吉市関金町関金宿,2013/05/16,普通乗用×歩行者,重傷事故,倉吉署,人対車両,133.76120833300,35.36681388890
歩行者事故,米子市皆生五丁目,2013/05/21,軽乗用×歩行者,重傷事故,米子署,人対車両,133.36107500000,35.44726388890
歩行者事故,米子市下郷,2013/05/22,普通乗用×歩行者,重傷事故,米子署,人対車両,133.40215277800,35.42806388890
歩行者事故,米子市安倍,2013/05/25,軽乗用×歩行者,重傷事故,米子署,人対車両,133.30149444400,35.44146944440
歩行者事故,岩美郡岩美町河崎,2013/05/29,二種原×歩行者,重傷事故,鳥取署,人対車両,134.32751805600,35.56502166670
歩行者事故,鳥取市国府町山根,2013/06/04,軽乗用貨物×歩行者,重傷事故,鳥取署,人対車両,134.31290555600,35.45326666670
歩行者事故,鳥取市卯垣２丁目,2013/06/17,軽乗用貨物×歩行者,重傷事故,鳥取署,人対車両,134.25194944400,35.48974500000
歩行者事故,米子市夜見町,2013/06/23,普通乗用×歩行者,重傷事故,米子署,人対車両,133.29334805600,35.46805611110
死亡事故,倉吉市清谷町二丁目,2013/09/07,軽乗用,死亡事故,倉吉署,車両単独,133.84807089100,35.47581849900
全事故,米子市安倍,2013/07/04,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.30101944400,35.44140833330
全事故,米子市東福原四丁目,2013/07/05,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.35011944400,35.44464722220
全事故,境港市竹内町,2013/07/17,軽乗用×自転車,軽傷事故,境港署,車両相互,133.23222583300,35.52141305560
全事故,鳥取市西町２丁目,2013/07/27,軽乗用×自転車,軽傷事故,鳥取署,車両相互,134.23499444400,35.50478333330
全事故,鳥取市千代水３丁目,2013/07/09,中型貨物×普通乗用×普通貨物×普通乗用,軽傷事故,鳥取署,車両相互,134.19625000000,35.51967777780
全事故,東伯郡湯梨浜町大字光吉,2013/07/14,普通乗用×大乗用,軽傷事故,倉吉署,車両相互,133.88158055600,35.49427777780
全事故,八頭郡八頭町稗谷,2013/06/19,軽乗用×物件等,軽傷事故,郡家署,車両単独,134.37283333300,35.38350555560
全事故,八頭郡八頭町安井宿,2013/07/10,軽乗用×軽乗用,軽傷事故,郡家署,車両相互,134.30272222200,35.37527222220
全事故,米子市米原四丁目,2013/07/11,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33278194400,35.44335722220
全事故,米子市万能町,2013/07/13,普通乗用×歩行者,重傷事故,米子署,人対車両,133.33527500000,35.42490000000
全事故,鳥取市南隈,2013/07/16,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.20795000000,35.51974444440
全事故,米子市夜見町,2013/07/16,軽乗用×歩行者,重傷事故,米子署,人対車両,133.30138888900,35.46121666670
全事故,鳥取市気高町上原,2013/07/17,原付×物件等,重傷事故,浜村署,車両単独,134.04002416700,35.47085777780
全事故,鳥取市気高町八束水,2013/07/23,普通乗用×軽乗用,軽傷事故,浜村署,車両相互,134.08417555600,35.48557972220
全事故,倉吉市上神,2013/04/20,軽乗用×軽乗用貨物,重傷事故,倉吉署,車両相互,133.79805000000,35.45718611110
全事故,米子市加茂町,2013/07/12,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.32730555600,35.42870833330
全事故,鳥取市岩吉,2013/06/27,軽乗用×普通貨物,軽傷事故,鳥取署,車両相互,134.19370000000,35.51407500000
全事故,鳥取市福部町湯山,2013/07/07,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.25528166700,35.53974972220
全事故,米子市二本木,2013/07/14,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.38949166700,35.44283611110
全事故,鳥取市気高町浜村,2013/07/15,普通乗用×普通乗用,軽傷事故,浜村署,車両相互,134.05806083300,35.51862500000
全事故,鳥取市湖山町北６丁目,2013/07/19,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.18483333300,35.51995833330
全事故,鳥取市永楽温泉町,2013/07/05,普通乗用×自転車,軽傷事故,鳥取署,車両相互,134.22918611100,35.49360833330
全事故,米子市錦町一丁目,2013/07/16,普通乗用×自転車,軽傷事故,米子署,車両相互,133.33396944400,35.43335277780
全事故,米子市新開二丁目,2013/07/19,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.34851111100,35.45355277780
全事故,鳥取市湖山町南２丁目,2013/06/27,軽乗用×歩行者,重傷事故,鳥取署,人対車両,134.18205555600,35.51295000000
全事故,鳥取市千代水１丁目,2013/07/02,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.20223444400,35.51890888890
全事故,倉吉市伊木,2013/07/15,普通乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.84610833300,35.44680277780
全事故,米子市米原,2013/07/15,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33031388900,35.44265277780
全事故,米子市日原,2013/07/20,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.35240000000,35.41082500000
全事故,八頭郡八頭町北山,2013/07/21,軽乗用×軽乗用貨物,軽傷事故,郡家署,車両相互,134.35584138900,35.36140666670
全事故,鳥取市気高町八束水,2013/07/21,普通乗用×普通乗用,重傷事故,浜村署,車両相互,134.02315277800,35.51594444440
全事故,鳥取市雲山,2013/07/05,軽乗用貨物×軽乗用,軽傷事故,鳥取署,車両相互,134.23818611100,35.47372500000
全事故,倉吉市関金町大鳥居,2013/07/20,軽乗用×物件等,死亡事故,倉吉署,車両単独,133.74865833300,35.37053611110
全事故,鳥取市布勢,2013/07/02,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.18314166700,35.50456944440
全事故,米子市米原一丁目,2013/07/04,普通乗用×自転車,軽傷事故,米子署,車両相互,133.32928888900,35.44180277780
全事故,鳥取市宮長,2013/07/16,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.22375555600,35.47742777780
全事故,米子市西福原二丁目,2013/07/10,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.34037500000,35.43954166670
全事故,境港市渡町,2013/07/11,二種原×軽乗用貨物,軽傷事故,境港署,車両相互,133.21557000000,35.51667611110
全事故,東伯郡琴浦町大字別所,2013/06/17,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.65995277800,35.50729444440
全事故,米子市夜見町,2013/07/13,対象外×普通乗用,軽傷事故,米子署,車両相互,133.30029555600,35.46212222220
全事故,米子市西福原一丁目,2013/07/16,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.34089722200,35.43875000000
全事故,米子市陰田町,2013/06/30,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32084694400,35.41224083330
全事故,米子市彦名町,2013/07/11,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.28194833300,35.45390250000
全事故,西伯郡大山町保田,2013/05/01,軽乗用×軽乗用貨物,重傷事故,八橋署,車両相互,133.43451944400,35.47276111110
全事故,米子市角盤町四丁目,2013/06/28,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32856944400,35.43739444440
全事故,鳥取市尚徳町,2013/07/03,普通乗用×歩行者,軽傷事故,鳥取署,人対車両,134.23529666700,35.50169250000
全事故,西伯郡大山町神原,2013/07/04,普通乗用×軽乗用貨物,重傷事故,八橋署,車両相互,133.47360000000,35.47236944440
全事故,米子市中島二丁目,2013/07/09,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34983888900,35.43425555560
全事故,八頭郡八頭町大門,2013/06/19,軽乗用貨物×中型貨物,軽傷事故,郡家署,車両相互,134.29090555600,35.38177222220
全事故,米子市両三柳,2013/06/28,軽乗用×軽乗用,重傷事故,米子署,車両相互,133.33365277800,35.45708055560
全事故,米子市両三柳,2013/07/08,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32711666700,35.45045000000
全事故,鳥取市気高町八束水,2013/03/05,普通乗用×普通貨物,軽傷事故,浜村署,車両相互,134.02856666700,35.51822222220
全事故,米子市車尾七丁目,2013/06/29,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.36193333300,35.43205555560
全事故,鳥取市湖山町東５丁目,2013/07/08,軽乗用×自転車,重傷事故,鳥取署,車両相互,134.19235833300,35.51438055560
全事故,米子市両三柳,2013/07/08,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.31612222200,35.45243333330
全事故,米子市福市,2013/06/05,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36327777800,35.40797222220
全事故,八頭郡八頭町久能寺,2013/07/01,普通乗用×軽乗用,軽傷事故,郡家署,車両相互,134.24690833300,35.40598055560
全事故,西伯郡伯耆町,2013/06/16,軽乗用貨物×普通乗用,軽傷事故,黒坂署,車両相互,133.39589444400,35.38898055560
全事故,鳥取市吉成,2013/06/25,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.22669361100,35.48278111110
全事故,米子市両三柳,2013/07/07,軽乗用×物件等,重傷事故,米子署,車両単独,133.31609444400,35.45269444440
全事故,米子市東福原六丁目,2013/07/08,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.34914166700,35.44513888890
全事故,米子市新開七丁目,2013/06/27,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33959722200,35.45983333330
全事故,倉吉市山根,2013/07/01,軽乗用貨物×軽乗用,軽傷事故,倉吉署,車両相互,133.85045277800,35.44952777780
全事故,東伯郡琴浦町大字下伊勢,2013/06/27,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.69913611100,35.49723888890
全事故,米子市両三柳,2013/06/30,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.32445777800,35.45917805560
全事故,鳥取市雲山,2013/07/03,普通乗用×自転車,軽傷事故,鳥取署,車両相互,134.23511388900,35.48022222220
全事故,西伯郡日吉津村日吉津,2013/05/12,普通乗用×普通乗用,重傷事故,米子署,車両相互,133.38280277800,35.44604722220
全事故,鳥取市南隈,2013/06/13,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.20113583300,35.52057750000
全事故,鳥取市千代水４丁目,2013/06/28,軽乗用貨物×歩行者,軽傷事故,鳥取署,人対車両,134.19250944400,35.51474083330
全事故,米子市新開五丁目,2013/06/28,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.34458055600,35.45460833330
全事故,米子市新開三丁目,2013/06/11,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.35170833300,35.45771388890
全事故,日野郡日南町生山,2013/06/21,普通乗用×歩行者,軽傷事故,黒坂署,人対車両,133.32140916700,35.32140916670
全事故,米子市道笑町四丁目,2013/06/25,普通貨物×軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.34824722200,35.42210000000
全事故,米子市昭和町,2013/05/31,普通乗用×自転車,軽傷事故,米子署,車両相互,133.34175833300,35.42676944440
全事故,鳥取市冨安１丁目,2013/06/18,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.22528138900,35.49057027780
全事故,米子市東福原一丁目,2013/06/23,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34595555600,35.43495833330
死亡事故,倉吉市関金町大鳥居,2013/07/20,軽乗用×物件等,死亡事故,倉吉署,車両単独,133.74865833300,35.37053611110
自転車事故,日野郡日野町門谷,2013/07/27,普通乗用×自転車,車両相互,黒坂署,軽傷事故,133.42020555600,35.18418333330
自転車事故,境港市竹内町,2013/07/17,軽乗用×自転車,車両相互,境港署,軽傷事故,133.23222583300,35.52141305560
自転車事故,鳥取市西町２丁目,2013/07/27,軽乗用×自転車,車両相互,鳥取署,軽傷事故,134.23499444400,35.50478333330
自転車事故,鳥取市永楽温泉町,2013/07/05,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.22918611100,35.49360833330
自転車事故,米子市錦町一丁目,2013/07/16,普通乗用×自転車,車両相互,米子署,軽傷事故,133.33396944400,35.43335277780
自転車事故,米子市米原一丁目,2013/07/04,普通乗用×自転車,車両相互,米子署,軽傷事故,133.32928888900,35.44180277780
自転車事故,鳥取市湖山町東５丁目,2013/07/08,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.19235833300,35.51438055560
自転車事故,鳥取市雲山,2013/07/03,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.23511388900,35.48022222220
自転車事故,米子市昭和町,2013/05/31,普通乗用×自転車,車両相互,米子署,軽傷事故,133.34175833300,35.42676944440
歩行者事故,西伯郡伯耆町大殿,2013/06/25,大型貨物×歩行者,人対車両,黒坂署,重傷事故,133.39485000000,35.38954166670
歩行者事故,米子市万能町,2013/07/13,普通乗用×歩行者,人対車両,米子署,重傷事故,133.33527500000,35.42490000000
歩行者事故,米子市夜見町,2013/07/16,軽乗用×歩行者,人対車両,米子署,重傷事故,133.30138888900,35.46121666670
歩行者事故,鳥取市湖山町南２丁目,2013/06/27,軽乗用×歩行者,人対車両,鳥取署,重傷事故,134.18205555600,35.51295000000
歩行者事故,鳥取市尚徳町,2013/07/03,普通乗用×歩行者,人対車両,鳥取署,軽傷事故,134.23529666700,35.50169250000
歩行者事故,鳥取市千代水４丁目,2013/06/28,軽乗用貨物×歩行者,人対車両,鳥取署,軽傷事故,134.19250944400,35.51474083330
歩行者事故,日野郡日南町生山,2013/06/21,普通乗用×歩行者,人対車両,黒坂署,軽傷事故,133.32140916700,35.32140916670
全事故,鳥取市大覚寺,2013/06/27,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.22822777800,35.48045000000
全事故,鳥取市気高町郡家,2013/07/14,普通乗用×普通乗用,軽傷事故,浜村署,車両相互,134.04087777800,35.49836944440
全事故,鳥取市高住,2013/07/16,軽乗用×軽乗用,重傷事故,鳥取署,車両相互,134.15746666700,35.49793888890
全事故,日野郡日野町門谷,2013/07/27,普通乗用×自転車,軽傷事故,黒坂署,車両相互,133.42020555600,35.18418333330
全事故,鳥取市浜坂,2013/06/15,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.22167638900,35.52641138890
全事故,鳥取市立川町５丁目,2013/07/10,軽乗用貨物×軽乗用,軽傷事故,鳥取署,車両相互,134.25006666700,35.48915277780
全事故,鳥取市古海,2013/07/12,対象外×普通乗用,軽傷事故,鳥取署,車両相互,134.21212777800,35.49623333330
全事故,鳥取市気高町奥沢見,2013/07/30,軽乗用×普通乗用,重傷事故,浜村署,車両相互,134.09863055600,35.52214444440
全事故,東伯郡湯梨浜町大字上浅津,2013/06/10,軽乗用×軽乗用貨物,軽傷事故,倉吉署,車両相互,133.87713055600,35.48033611110
全事故,西伯郡伯耆町大殿,2013/06/25,大型貨物×歩行者,重傷事故,黒坂署,人対車両,133.39485000000,35.38954166670
全事故,西伯郡伯耆町大殿,2013/06/29,軽乗用貨物×普通乗用,軽傷事故,黒坂署,車両相互,133.39753333300,35.38813055560
全事故,鳥取市国府町町屋,2013/04/24,軽乗用貨物×大型貨物,死亡事故,鳥取署,車両相互,134.28166388900,35.47061111110
全事故,米子市古豊千,2013/05/01,普通乗用,死亡事故,米子署,車両単独,133.37899444400,35.40741666670
全事故,境港市外江町,2012/11/12,貨物車×その他×その他,重傷事故,境港署,車両単独,133.20533888900,35.52789444440
全事故,米子市弥生町,2012/12/15,貨物車×歩行者,軽傷事故,米子署,人対車両,133.33562777800,35.42350833330
全事故,鳥取市南安長２丁目,2013/01/25,小型特殊その他×歩行者,重傷事故,鳥取署,人対車両,134.20898888900,35.50654166670
全事故,鳥取市湖山町東５丁目,2013/03/19,乗用車×乗用車,重傷事故,鳥取署,車両相互,134.19212777800,35.51433333330
全事故,鳥取市吉成,2013/03/29,貨物車×乗用車,軽傷事故,鳥取署,車両相互,134.22093055600,35.48643055550
全事故,鳥取市八坂,2013/03/30,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.21578888900,35.45133611110
全事故,米子市諏訪,2013/04/30,貨物車×その他,重傷事故,米子署,車両単独,133.38624166700,35.39417500000
全事故,鳥取市橋本,2013/05/03,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.22911111100,35.45630833330
全事故,鳥取市賀露町,2013/05/12,貨物車×乗用車,重傷事故,鳥取署,車両相互,134.19640972200,35.52584888890
全事故,米子市久米町,2013/06/16,乗用車×乗用車,軽傷事故,米子署,車両相互,133.32657222200,35.42538055560
全事故,東伯郡琴浦町大字箆津,2013/06/17,乗用車×乗用車×乗用車,重傷事故,八橋署,車両相互,133.61473611100,35.51893611110
全事故,米子市西町,2013/06/21,貨物車×乗用車,軽傷事故,米子署,車両相互,133.32694444400,35.42889166670
全事故,西伯郡南部町下中谷,2013/06/22,貨物車×乗用車,軽傷事故,米子署,車両相互,133.32835194400,35.31167805550
全事故,米子市米原五丁目,2013/07/01,対象外当事者×原付,重傷事故,米子署,車両相互,133.32834416700,35.44500388890
全事故,西伯郡大山町所子,2013/07/02,貨物車×貨物車,軽傷事故,八橋署,車両相互,133.46468888900,35.47866944440
全事故,鳥取市百谷,2013/07/07,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.27691944400,35.50392222220
全事故,鳥取市立川町５丁目,2013/07/07,乗用車×自動二輪,軽傷事故,鳥取署,車両相互,134.24500666700,35.48611944440
全事故,西伯郡大山町西坪,2013/07/10,乗用車×乗用車×乗用車,軽傷事故,八橋署,車両相互,133.50923611100,35.51323611110
全事故,鳥取市気高町宝木,2013/07/10,乗用車×自転車,軽傷事故,浜村署,車両相互,134.07418888900,35.51640527780
全事故,鳥取市河原町布袋,2013/07/11,乗用車×乗用車,軽傷事故,智頭署,車両相互,134.20585388900,35.42222750000
全事故,西伯郡大山町西坪,2013/07/13,乗用車×乗用車,軽傷事故,八橋署,車両相互,133.50963333300,35.51328888890
全事故,鳥取市川端５丁目,2013/07/13,乗用車×自転車,軽傷事故,鳥取署,車両相互,134.22611611100,35.50224000000
全事故,東伯郡湯梨浜町大字橋津,2013/07/14,乗用車×自動二輪,重傷事故,倉吉署,車両相互,133.87600833300,35.50580277780
全事故,鳥取市古海,2013/07/16,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.21085361100,35.49919027780
全事故,米子市東福原三丁目,2013/07/16,乗用車×自転車,重傷事故,米子署,車両相互,133.34668611100,35.44296388890
全事故,鳥取市菖蒲,2013/07/17,乗用車×自動二輪,軽傷事故,鳥取署,車両相互,134.20446250000,35.48834250000
全事故,米子市目久美町,2013/07/17,乗用車×乗用車×貨物車,軽傷事故,米子署,車両相互,133.33994444400,35.41993611110
全事故,鳥取市叶,2013/07/18,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.21833666700,35.47363111110
全事故,鳥取市晩稲,2013/07/19,乗用車×自転車,軽傷事故,鳥取署,車両相互,134.20000472200,35.52555861110
全事故,米子市彦名町,2013/07/19,乗用車×自転車,重傷事故,米子署,車両相互,133.29855277800,35.44814722220
全事故,倉吉市中江,2013/07/20,乗用車×歩行者,重傷事故,倉吉署,人対車両,133.83428333300,35.47139166670
全事故,鳥取市晩稲,2013/07/20,乗用車×歩行者,軽傷事故,鳥取署,人対車両,134.20140500000,35.52334055560
全事故,鳥取市福部町湯山,2013/07/20,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.23778444400,35.53861972220
全事故,鳥取市吉成,2013/07/21,乗用車×自転車,軽傷事故,鳥取署,車両相互,134.21859444400,35.47999444440
全事故,米子市博労町四丁目,2013/07/22,貨物車×乗用車,軽傷事故,米子署,車両相互,133.33752500000,35.43612166670
全事故,鳥取市吉方温泉４丁目,2013/07/23,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.23695944400,35.48974861110
全事故,鳥取市安長,2013/07/24,貨物車×乗用車×軽乗用×乗用車,軽傷事故,鳥取署,車両相互,134.20890000000,35.51263333330
全事故,鳥取市下段,2013/07/24,貨物車×自転車,軽傷事故,鳥取署,車両相互,134.16793611100,35.47854444440
全事故,鳥取市伏野,2013/07/24,乗用車×乗用車,重傷事故,鳥取署,車両相互,134.12750833300,35.52668027780
全事故,米子市陰田町,2013/07/24,乗用車×乗用車,軽傷事故,米子署,車両相互,133.32031388900,35.41160277780
全事故,鳥取市服部,2013/07/25,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.20863277800,35.47972583330
全事故,東伯郡北栄町弓原,2013/07/25,貨物車×乗用車,軽傷事故,倉吉署,車両相互,133.81318333300,35.49874166670
全事故,米子市皆生新田一丁目,2013/07/25,乗用車×貨物車,軽傷事故,米子署,車両相互,133.36486944400,35.44969444440
全事故,米子市皆生六丁目,2013/07/25,乗用車×乗用車,軽傷事故,米子署,車両相互,133.35988333300,35.45091944440
全事故,鳥取市行徳１丁目,2013/07/26,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.22270000000,35.49743055560
全事故,米子市浦津,2013/07/26,乗用車×乗用車,軽傷事故,高速隊,車両相互,133.37779666700,35.42029138890
全事故,鳥取市伏野,2013/07/27,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.12270000000,35.52605833330
全事故,米子市長砂町,2013/07/27,乗用車×自転車,軽傷事故,米子署,車両相互,133.35146111100,35.42559166670
全事故,鳥取市八坂,2013/07/28,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.21444722200,35.45072500000
全事故,鳥取市叶１丁目,2013/07/29,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.21618055600,35.47826944440
全事故,境港市竹内町,2013/07/31,貨物車×貨物車,軽傷事故,境港署,車両相互,133.24090833300,35.52449722220
全事故,鳥取市千代水１丁目,2013/07/31,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.20285277800,35.51936666670
全事故,八頭郡智頭町大字市瀬,2013/08/01,乗用車×その他,死亡事故,高速隊,車両単独,134.22640250000,35.28473222220
全事故,米子市八幡,2013/08/02,乗用車×歩行者,軽傷事故,米子署,人対車両,133.37886388900,35.39813611110
全事故,鳥取市国安,2013/08/03,乗用車×歩行者,死亡事故,鳥取署,人対車両,134.21522222200,35.45743888890
全事故,鳥取市秋里,2013/08/03,乗用車×自転車,軽傷事故,鳥取署,車両相互,134.20673055600,35.51941111110
全事故,鳥取市松並町１丁目,2013/08/03,貨物車×自転車,軽傷事故,鳥取署,車両相互,134.22000583300,35.51473805550
全事故,鳥取市冨安１丁目,2013/08/03,乗用車×自転車,軽傷事故,鳥取署,車両相互,134.22738055600,35.48981111110
全事故,米子市中島二丁目,2013/08/03,貨物車×自転車,軽傷事故,米子署,車両相互,133.35051944400,35.43386944440
全事故,鳥取市相生町４丁目,2013/08/03,乗用車×自動二輪,重傷事故,鳥取署,車両相互,134.22777222200,35.51207777780
全事故,米子市米原六丁目,2013/08/04,乗用車×乗用車,軽傷事故,米子署,車両相互,133.33705833300,35.44828611110
全事故,境港市外江町,2013/08/05,貨物車×乗用車,軽傷事故,境港署,車両相互,133.20985000000,35.52624444440
全事故,倉吉市伊木,2013/08/05,乗用車×歩行者,死亡事故,倉吉署,人対車両,133.84936666700,35.44746111110
全事故,米子市河崎,2013/08/05,乗用車×乗用車,軽傷事故,米子署,車両相互,133.30612055600,35.45640722220
全事故,鳥取市安長,2013/08/06,貨物車×貨物車,軽傷事故,鳥取署,車両相互,134.21436388900,35.51288888890
全事故,鳥取市気高町北浜１丁目,2013/08/06,貨物車×乗用車,軽傷事故,浜村署,車両相互,134.04512500000,35.51800833330
全事故,鳥取市湖山町北１丁目,2013/08/06,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.18107500000,35.51884166670
全事故,東伯郡湯梨浜町はわい長瀬,2013/08/06,乗用車×貨物車,軽傷事故,倉吉署,車両相互,133.86396388900,35.49582777780
全事故,米子市加茂町一丁目,2013/08/06,乗用車×乗用車,軽傷事故,米子署,車両相互,133.33008888900,35.42709166670
全事故,米子市上福原五丁目,2013/08/06,乗用車×自転車,軽傷事故,米子署,車両相互,133.35670000000,35.45083611110
全事故,米子市夜見町,2013/08/06,乗用車×乗用車,軽傷事故,米子署,車両相互,133.29874722200,35.45854166670
全事故,鳥取市湖山町南３丁目,2013/08/07,乗用車×自転車,軽傷事故,鳥取署,車両相互,134.20862583300,35.47972222220
全事故,鳥取市的場２丁目,2013/08/07,乗用車×乗用車,軽傷事故,鳥取署,車両相互,134.23196750000,35.47307111110
全事故,岩美郡岩美町大字浦富,2013/08/08,乗用車×自転車,重傷事故,鳥取署,車両相互,134.33250361100,35.57891138890
全事故,西伯郡南部町福成,2013/08/08,乗用車×乗用車,軽傷事故,米子署,車両相互,133.33303611100,35.36614722220
